Date, Time, LeftPositionX, LeftPositionY, RightPositionX, RightPositionY, AlignDataX, AlignDataY, AlignDataT, result
2022-07-13,16:37:58,1301,1350,1301,1350,-0.505708293667748,1.60505304713949,-0.153434948822744,False
2022-07-13,16:38:13,1644,1409,1643,1740,0.00705855921840833,-0.00167072423014133,-0.000348298320658685,False
2022-07-13,16:38:25,1643,1408,1643,1739,0.00479411875135173,-0.00302675583439145,-0.00017415076920588,False
2022-07-13,16:38:32,1644,1408,1643,1740,0.00704484817184255,-0.00167535776969493,-0.000347242897085707,False
2022-07-13,16:38:58,1644,1408,1643,1739,0.00705851484676572,-0.00166342509493535,-0.000348298320658685,True
